code,label,subcategory,feedback,space
cc,Care received,Care received,Have a little treat/sweet for a patient to make them feel better - lol. ,14
sl,Staff,Staffing levels,Need more health care staff. ,5
xe,Miscellaneous,Everything was good/bad,"Everything really.  Improvement in attitudes as not everyone here is faking it, neither or are mamber heads.  And help people to detox when coming in. ",27
cm,Care received,Medication ,Respond quicker to med needs.,4
ap,Access,Provision of services,"We need more appointment slots, but obviously due to this pandemic it's a bit hared to deliver pre pandemic services. ",20
al,Access,Location,Have surgery nearer my home,4
al,Access,Location,"Quicker access to an in ward place locally. However this is not a reflection on the health professionals concerned, this is the national funding issue.  Everything was arranged as soon as possible. ",33
xf,Miscellaneous,Funding,"If you received more funding, or made better use of the funding already available to you (e.g. by reducing bureaucracy & management, if applicable) more help could be provided to people. ",31
cc,Care received,Care received,I think that hospital staff don't divulge into patient's quality of care enough i.e. nursing staff should be more responsive. ,20
xn,Couldn't be improved,Nothing to improve,The service is extremely good. I don't think you could do any better.,12
mi,Communication,Amount/clarity of information,"I was never sent links to my online therapy sessions, which led to me feeling forgotten, which has been incredibly detrimental to my mental health. If I wanted my sessions to take place I had to call the service to be issued with a link, which is very difficult for me considering I was having the service for my anxiety. Especially, when I had stated in my questionnaires prior to my sessions that I had been struggling a lot. To then not be able to even attend my therapy sessions, has caused me great distress. This is meant to be a service that helps me, and I've been led to feel that I'm not considered or cared about.",117
cs,Care received,Advice and support,Be more helpful.,2
da,Dignity,Respect For Diversity/ Person-Centeredness,"Accept that the letter was wrong. I did not refuse the appointment at West Bridgeford (which was impossible to attend), and you had in fact withdrawn your services to East Leake area, terminating treatment for disabled diabetics as offered by the HNS. The letter should have been an apology for withdrawal not an accusation.",53
ef,Environment/ facilities,Food,Better meal choices especially for someone who is Autistic. When the meal choices are both spicy and there is no sandwich options or the only option is tuna mayo this isn't acceptable. Also the vegetables need to be separate & not mixed. Someone who is autistic likes their food separate on their plate.,52
xn,Couldn't be improved,Nothing to improve,Cannot think of anything really.,4
xn,Couldn't be improved,Nothing to improve,Can't think of anything.,3
mm,Communication,Communication,"Answer the phone. Called the crisis team on 2 occasions with no answer and nobody returned the call. Have now called twice to request a medication review (as I was told to), with no response other than that a message will be given to the Dr.",45
cr,Care received,Rules/approach to care,"Engage with carer where appropriate, as it is not always apparent from talking to the patient how serious the issues are, and it is difficult to discuss mental health issues in front of someone who has a mental illness.",38
eq,Environment/ facilities,Facilities/equipment,The only criticism is that the dining room is too small for the number of patients going into it to eat.,20
wa,Access,Time spent waiting for first appt/referral/service,"The original referral from my GP took longer than expected, because the service had moved offices, so it went to the wrong place. It was only when I rang to enquire that I found out where it should've gone. I hand delivered my questionnaires as I wanted to ensure they got to the right person, but otherwise the service has been excellent.",61
ap,Access,Provision of services,"As a first time mum in a pandemic, I would have expected we were checked on a lot more. Home visits, I can understand aren't safe (I work in social care so they've been cancelled too), which is a shame, but understandable. However, my HV has only contacted twice since my baby was born in October. 2 home visits and I should have received a t/c today, but I haven't had anything. Luckily I am feeling okay, but i did have a few questions I wanted to ask. The service has been extremely poor, and I worry for other new mums just like myself. A 15 min check up phone call would have been all I needed.",116
da,Dignity,Respect For Diversity/ Person-Centeredness,Train carers to have empathy. Don't tell service users to 'F OFF'.,11
xn,Couldn't be improved,Nothing to improve,Good as it is.,3
ap,Access,Provision of services,Stay longer.,1
xn,Couldn't be improved,Nothing to improve,There is nothing that I can suggest.,6
ca,Care received,Activities,"Nothing they all care for everyone on the ward. The craft session was very good, but needed it to be a little slower and needed more time.",26
ce,Care received,Emotional care,"Actually understand my problems, and not fob me off with 'oh well he's dressed good, hair and beard neat and trim. He's ok just dealing a little bit of childhood trauma'. Yeah ok mate, you keep saying that, the day I kill myself or somebody else it's your fault, for not believing me. I went through a lot of crap as a child, my anger nowadays is not good!! No one pisses me off in fear of me flipping and losing my shit. My memory is absolutely crap, can't piece together my past properly. You know physical, mental, sexual and emotional abuse as a child from everyone, but yeah I'm a normal person.  And I show signs of ptsd, no I have ptsd theirs a difference. Try having my flashbacks, an hearing the voices from them situations, and being physically unable to move, just curled up in bed shivering and crying from my flashbacks. But yeah you know I'm a normal person I got nothing wrong with me.  And I've recently found out and looked into it properly and realise I probably have bi-polar disorder as well.  But yeah I'm a normal person, got absolutely nothing wrong with me I ain't. Bunch of flipping idiots and waste of time. The mental health services in Nottingham city are absolutely crap, there's no help for us with mental health problems. We have to deal with that on our own. My old doctor cared more about my mental health then what the cpn did!!!",253
